AA_ELEICAO,NM_MUNICIPIO,NM_LOCAL_VOTACAO,DS_ENDERECO,NM_BAIRRO,Soma de QT_ELEITOR
2018,ALTANEIRA,EMEF JOAQUIM RUFINO DE OLIVEIRA,RUA PADRE AGAMENON COELHO 202,CENTRO,791
2018,ALTANEIRA,EMEF JOSÉ DE SOUSA LEITE,SITIO TABULEIRO,TABULEIRO,333
2018,ALTANEIRA,POSTO DE SAÚDE ANTONIO PEREIRA DA SILVA,SITIO SAMAMBAIA,SAMAMBAIA,130
2018,ALTO SANTO,CENTRO COMUNITARIO MARIA CANDIDA DE ANDRADE (NIT),AV EDSON GUERRA SN,CENTRO,474
2018,ALTO SANTO,ESCOLA DE 1 E 2 GRAUS FRANCISCO NONATO FREIRE,AV EDSON GUERRA 667,CENTRO,1193
2018,ALTO SANTO,ESCOLA DE 1 GRAU ALEXANDRINO DIOGENES,ASSENTAMENTO CAROBA - BR 116,CAROBA,261
2018,ALTO SANTO,ESCOLA DE 1 GRAU ANTONIO ADOLFO CUNHA,SITIO BOQUEIRAO DO CUNHA,ZONA RURAL,101
2018,ALTO SANTO,ESCOLA DE 1 GRAU CAZUZA BEZERRA,RUA 31 DE MARCO SN,CENTRO,1333
2018,ALTO SANTO,ESCOLA DE 1 GRAU EDITE MAIA MACHADO,SITIO TIBOLO,TIBOLO,585
2018,ALTO SANTO,ESCOLA DE 1 GRAU FRANCISCO FERREIRA DE CARVALHO,SITIO LOGRADOURO-INCRA,LOGRADOURO-INCRA,151
2018,ALTO SANTO,ESCOLA DE 1 GRAU FRANCISCO PRAXEDES MENDES,SITIO JUREMAL,JUREMAL,288
2018,ALTO SANTO,ESCOLA DE 1 GRAU JOAO BEZERRA DE SOUZA,VILA ORIENTE,VILA ORIENTE,287
2018,ALTO SANTO,ESCOLA DE 1 GRAU JOAO QUINCO,SITIO ARMADOR,ARMADOR,319
2018,ALTO SANTO,ESCOLA DE 1 GRAU JOAO RODRIGUES TORRES,SITIO BAIXIO GRANDE,BAIXIO GRANDE,446
2018,ALTO SANTO,ESCOLA DE 1 GRAU LIRA MAIA HOLANDA,RUA AGAPITO FERREIRA MAIA 1,CASTANHAO,1026
2018,ALTO SANTO,ESCOLA DE 1 GRAU LUIS CANDIDO MACIEL,SITIO BATOQUE,BATOQUE,722
2018,ALTO SANTO,ESCOLA DE 1 GRAU MANUEL NOGUEIRA COSTA,SITIO BAIXA DA UMBURANA,BAIXA DA UMBURANA,395
2018,ALTO SANTO,ESCOLA DE 1 GRAU MARIA DO SOCORRO CABO,SITIO BOM JESUS,BOM JESUS,276
2018,ALTO SANTO,ESCOLA DE 1 GRAU ODILI BENIGNO DE OLIVEIRA,BAIXA DOS CABRAS,ZONA RURAL,67
2018,ALTO SANTO,ESCOLA DE 1 GRAU PEDRO JOSE PEREIRA,SITIO CARAUBAS,CARAUBAS,193
2018,ALTO SANTO,ESCOLA DE 1 GRAU PROFESSORA MARIA DO SOCORRO MAIA,CONJUNTO HABITACIONAL FRANCISCO WILKER CAMPELO S/N,JARDIM,738
2018,ALTO SANTO,ESCOLA DE 1 GRAU RAIMUNDO SEVERIANO CARNEIRO,SITIO ANDRE DIAS,ANDRE DIAS,462
2018,ALTO SANTO,ESCOLA DE 1 GRAU ROMULO REMIGIO,ASSENTAMENTO IPANEMA I,ZONA RURAL,534
2018,ALTO SANTO,ESCOLA DE 1 GRAU URCESINA MOURA CANTIDIO,RUA CEL SIMPLICIO BEZERRA 8,CENTRO,1800
2018,ALTO SANTO,ESCOLA DE 1 GRAU VIRGILIO TAVORA,SITIO CABRITO,CABRITO,671
2018,AMONTADA,EEB ANASTACIO TABOSA BRAGA,MISSI,ZONA RURAL,93
2018,AMONTADA,EEB ANTONIO DAMIÃO NETO,VARJOTA,ZONA RURAL,656
2018,AMONTADA,EEB CENIRA RIBEIRO HENRIQUE,RUA LINDOLFO PRAXEDES 229,FLORES,928
2018,AMONTADA,EEB CUSTODIO BANDEIRA DOS SANTOS,MUTUCA,NASCENTE,322
2018,AMONTADA,EEB DOMINGOS CARLOS DAMASCENO,PACOVAS,ICARAI,595
2018,AMONTADA,EEB DR PERILO TEIXEIRA,MOSQUITO,MOSQUITO,780
2018,AMONTADA,EEB DR RIGOBERTO ROMERO DE BARROS,LAGOA DO JARDIM,GARÇAS,464
2018,AMONTADA,EEB EDGAR FLOR DOS SANTOS,FREIXEIRAS,ICARAI,326
2018,AMONTADA,EEB EMILIA MARQUES MELO,MIRINDUBA,MOSQUITO,631
2018,AMONTADA,EEB EUDES DOS SANTOS MELGAÇO,RODELA,ARACATIARA,674
2018,AMONTADA,EEB FRANCISCO BRAS DOS SANTOS,LAGOA GRANDE,LAGOA GRANDE,923
2018,AMONTADA,EEB FRANCISCO ESTEVÃO DE ASSIS,SABIAGUABA,SABIAGUABA,1010
2018,AMONTADA,EEB FRANCISCO IRINEU DA SILVA,CARIRI,ARACATIARA,515
2018,AMONTADA,EEB FRANCISCO JOAQUIM DA SILVA,GOSTOSA,ZONA RURAL,388
2018,AMONTADA,EEB FRANCISCO JOSE MAGALHÃES,ARENGAS 1,LAGOA GRANDE,254
2018,AMONTADA,EEB FRANCISCO MARTINS ALVES,MIRANDA,MOITAS,142
2018,AMONTADA,EEB FRANCISCO MARTINS NETO,RONCADOR,SABIAGUABA,323
2018,AMONTADA,EEB FRANCISCO RODRIGUES CARNEIRO,CORREGO DA EMA,GARÇAS,487
2018,AMONTADA,EEB FRANCISCO XISTO HENRIQUE,SANTO ALEIXO,ZONA RURAL,204
2018,AMONTADA,EEB GIZEUDA SANTIAGO TEIXEIRA - MODELO,"AV. ANTÔNIO LISBOA DE QUEIRÓS, 1864",CAMPO,596
2018,AMONTADA,EEB GIZEUDA SANTIAGO TEIXEIRA - MODELO,EMBIRA,ZONA RURAL,55
2018,AMONTADA,EEB ISMAEL TOME DE SOUSA,CAETANOS DE BAIXO,SABIAGUABA,628
2018,AMONTADA,EEB JACA MAGNO,LAGOA DO CACHIMBO,GARÇAS,192
2018,AMONTADA,EEB JOÃO BATISTA DE LIMA,CÓRREGO DAS MOÇAS,ARACATIARA,266
2018,AMONTADA,EEB JOÃO RODRIGUES DE MELO,CAMPO GRANDE,SABIAGUABA,549
2018,AMONTADA,EEB JOÃO SERGIO GOMES,VARZEA GRANDE,GARÇAS,231
2018,AMONTADA,EEB JONAS PEREIRA AZEVEDO,RUA GILVANIR TEIXEIRA,MOITAS,1168
2018,AMONTADA,EEB JOSE COELHO DE MORAIS,TRINTA E NOVE,ZONA RURAL,231
2018,AMONTADA,EEB JOSE JULIO MOURA,SANTA CRUZ,ZONA RURAL,118
2018,AMONTADA,EEB JOSE PAULO FILHO,PATOS BELA VISTA,MOITAS,235
2018,AMONTADA,EEB JOSE TARCISO HENRIQUE,MARRECAS,ZONA RURAL,321
2018,AMONTADA,EEB MARIA ALVES SOBRINHA,ICARAI,ICARAI,1621
2018,AMONTADA,EEB MARIA BARBOSA DE HOLANDA,EMBIRIBA 2,SABIAGUABA,488
2018,AMONTADA,EEB MARIA DA FE DOS SANTOS RODRIGUES,RUA JOSÉ AGENOR HENRIQUE,BUENOS AIRES,660
2018,AMONTADA,EEB MARIA ELISBANIA DOS SANTOS,CAETANOS DE CIMA,SABIAGUABA,180
2018,AMONTADA,EEB MARIA JOSE DO NASCIMENTO,TIMBAÚBA,ARACATIARA,288
2018,AMONTADA,EEB MIRTES CARDOSO DE PAIVA SILVA,CÓRREGO DA AROEIRA,POÇO COMPRIDO,341
2018,AMONTADA,EEB NOSSA SENHORA DA CONCEIÇÃO,VARZEA QUEIMADA,NASCENTE,253
2018,AMONTADA,EEB PEDRO LUIZ NUNES,PICADA,ICARAI,222
2018,AMONTADA,EEB PROF LUIZA TELES,ARACATIARA,ARACATIARA,666
2018,AMONTADA,EEB RAIMUNDA BARBOSA DE SOUSA,PERNAMBUQUINHO,ICARAI,273
2018,AMONTADA,EEB RAIMUNDA MENESES PARENTE,JUREMA,ICARAI,298
2018,AMONTADA,EEB RAIMUNDO EDIMILSON LIMA,TUCUNS,GARÇAS,411
2018,AMONTADA,EEB RAIMUNDO GOMES GARCES,NASCENTE,NASCENTE,612
2018,AMONTADA,EEB RAIMUNDO JOSE MAGALHÃES,ARENGAS 2,LAGOA GRANDE,209
2018,AMONTADA,EEB RAIMUNDO TEODORO DOS SANTOS,CORREGO GRANDE,SABIAGUABA,245
2018,AMONTADA,EEB ROSA RODRIGUES DOS SANTOS SANTANA,LAGOA DE SANTANA,GARÇAS,134
2018,AMONTADA,EEB SGTO FRANCISCO  DE CASTRO,RUA FRANCISCO DE CASTRO S/N,SÃO SEBASTIÃO,701
2018,AMONTADA,EEB TEREZA MAGALHÃES DE SOUSA,RUA JOAQUIM TORQUATO S/N,SÃO RAIMUNDO,728
2018,AMONTADA,EEEP LUIZ GONZAGA FONSECA MOTA,AV GAL ALÍPIO DOS SANTOS 1360,CENTRO,2306
2018,AMONTADA,EEFM DE AMONTADA - GRUPO,AV GAL ALÍPIO DOS SANTOS 1020,CENTRO,3190
2018,AMONTADA,EEM LIDIA CARNEIRO DE BARROS,GARÇAS,GARÇAS,1310
2018,AMONTADA,IGREJA CATOLICA DE PIXAIM,PIXAIM,SABIAGUABA,283
2018,AMONTADA,IGREJA NOSSA SENHORA DA LIBERTAÇÃO,PIRINEUS,MOSQUITO,236
2018,AMONTADA,SALÃO COMUNITARIO POÇO COMPRIDO,POÇO COMPRIDO,POÇO COMPRIDO,41
2018,AMONTADA,SALÃO COMUNITARIO TEOFILO CECILIO,CÓRREGO JOÃO LUÍS,ICARAI,149
2018,ANTONINA DO NORTE,CENTRO SOCIAL URBANO DELFINA ALVES,RUA DEPUTADO FURTADO LEITE  30,SERRARIA I,841
2018,ANTONINA DO NORTE,CRAS CENTRO REFERÊNCIA E ASSISTÊNCIA SOCIAL,"RUA ANANIAS DE MATOS ARRAIS, 250",SERRARIA I,330
2018,ANTONINA DO NORTE,CRECHE RAIMUNDA ALVES DE SOUZA,"RUA VIRGILIO TAVORA, 115",CENTRO,547
2018,ANTONINA DO NORTE,CRECHE ZEFERINO PAULINO DE BRITO,"RUA HIGINO BATISTA MACIEL, 20",CASTELO BRANCO,343
2018,ANTONINA DO NORTE,ESCOLA DE ENSINO FUNDAMENTAL 8 DE MAIO,RUA ANTONIO MOTA 50,CENTRO,1533
2018,ANTONINA DO NORTE,ESCOLA FUNDAMENTAL ANTONIO MOTA,RUA SANTO ANTONIO S/N,POPULARES,1560
2018,ANTONINA DO NORTE,ESCOLA MUNICIPAL FRANCISCO MENDES E SILVA,AV CENTRAL SN,CASTELO BRANCO,1044
2018,ANTONINA DO NORTE,ESCOLA SAO SEBASTIAO,TABOLEIRO DOS MENDES,CENTRO,491
2018,ANTONINA DO NORTE,GRUPO ESCOLAR ANTONIO CORREIA LIMA,VILA LUZIANIA   -     LUZIANIA,CENTRO,254
2018,APUIARÉS,C DE EDUC. INF. SEBASTIANA P MARINHO - MÃE SÉ,"AV. GOMES DA SILVA, S/N",CENTRO,418
2018,APUIARÉS,EEF AECIO DE BORBA,R JACA PRAIBA SN,SÃO FRANCISCO,1269
2018,APUIARÉS,EEF AÉCIO DE BORBA - ANEXO,"RUA JOSE NOJOSA DE FREITAS, 100",CONJUNTO FRANCISCO BERNARDO,199
2018,APUIARÉS,EEF BENONE RODRIGUES,CACIMBA DE CIMA,ZONA RURAL,224
2018,APUIARÉS,EEF DELFINO GOMES DOS SANTOS,SALGADO,ZONA RURAL,292
2018,APUIARÉS,EEF EUGÊNIO SOARES GUIMARÃES,VILA SÃO JOÃO,ZONA RURAL,252
2018,APUIARÉS,EEF JOÃO CARDOSO BEZERRA,SANTO ANTÔNIO,ZONA RURAL,524
2018,APUIARÉS,EEF JOÃO HONÓRIO DE FREITAS,MASSAPÊ,ZONA RURAL,651
2018,APUIARÉS,EEF JOAQUIM VIEIRA,BARRA NOVA,ZONA RURAL,161
2018,APUIARÉS,EEF JOSÉ BERNARDO DE SOUSA,UMARI,ZONA RURAL,346
2018,APUIARÉS,EEF JOSÉ JANUÁRIO DA MOTA,MONTE ALVERNE,ZONA RURAL,307
2018,APUIARÉS,EEF JOSÉ SEVERINO,BOA VISTA,ZONA RURAL,104
2018,APUIARÉS,EEF MATILDE BARBOSA GOIS,"RUA JOSÉ NOJOSA FREITAS, 100",CONJUNTO FRANCISCO BERNARDO,1725
2018,APUIARÉS,EEF MIGUEL SOARES GUIMARÃES,VILA SOARES,DISTRITO,564
2018,APUIARÉS,EEF NELY RIBEIRO LUZ,VILA CANAFÍSTULA,DISTRITO,678
2018,APUIARÉS,EEF RAIMUNDO ALEXANDRE,LAGOA DAS PEDRAS,ZONA RURAL,246
2018,APUIARÉS,EEF VIRIATO BERNARDO,BOQUEIRÃO,ZONA RURAL,97
2018,APUIARÉS,EEFM SÃO SEBASTIÃO,"AV. GOMES DA SILVA, 100",CENTRO,2366
2018,APUIARÉS,EMEF ANTÔNIO BARBOSA GUIMARÃES,TABULEIRO,ZONA RURAL,219
2018,APUIARÉS,EMEF ODILON BALBINO,RECANTO DO MASSAPE,ZONA RURAL,181
2018,APUIARÉS,EMEF PEDRO PEREIRA BARBOSA,CAETANO,ZONA RURAL,103
2018,APUIARÉS,POSTO DE SAÚDE FRANCISCO BERNARDO SOBRINHO,"RUA JOSÉ LOPES BEZERRA, S/N",CONJUNTO FRANCISCO BERNARDO,208
2018,APUIARÉS,UBS FRANCISCO NILTON GUIMARÃES SILVA,"RUA 4, S/N",CENTRO,117
2018,AQUIRAZ,ASSOCIACAO COMUNITARIA DE TRAIRUSSU,"RUA SAO JOAO, S/N  - TRAIRUSSU",TRAIRUSSU,119
2018,AQUIRAZ,ASSOCIAÇÃO DOS MORADORES DO SÍTIO ZÉ MARIA,"RUA JUVENAL DE CASTRO, S/N",JUSTINIANO DE SERPA,279
2018,AQUIRAZ,CEI ALDENORA CARDOSO PORTO,"RUA JOSE AMORA MOREIRA, S/N",TELHA-CAMARA,1037
2018,AQUIRAZ,CEI JOSE NICODEMUS DE ASSUNÇAO,RUA LUIS PAULA DE SOUSA S/N (ESTRADA NOVA BR-116 KM 32),JUSTINIANO DE SERPA,303
2018,AQUIRAZ,CEI JOSE NICODEMUS DE ASSUNÇAO,RUA RAIMUNDO NONATO ASSUNÇAO S/N,JUSTINIANO DE SERPA,593
2018,AQUIRAZ,CEI LUIZ SEMEAO DA COSTA,"AV DAMIAO TAVARES DE SOUZA, S/N",PRAINHA,648
2018,AQUIRAZ,CENTRO DE EDUCAÇÃO E CIDADANIA MARIA DE CASTRO BERNARDO,"RUA JOSE ADAMOR ABREU, S/N - DISTRITO JOAO DE CASTRO",TAPUIO,2141
2018,AQUIRAZ,CENTRO DE EVANGELIZAÇÃO SÃO JUDAS TADEU,"RUA CORONEL OSVALDO STUDART, S/N",IGUAPE,601
2018,AQUIRAZ,EDEFM DA LAGOA ENCANTADA (ESCOLA INDÍGENA),LAGOA ENCANTADA - COMUNIDADE INDÍGENA,LAGOA ENCANTADA,179
2018,AQUIRAZ,EEB RAIMUNDO TOMAZ,RUA JOSE CARLOS GADELHA S/N,TAPERA,1982
2018,AQUIRAZ,EEF FRANCISCA MONTEIRO DA SILVA,LAMEIRAO - MALVINA - CAMARA,LAMEIRÃO,426
2018,AQUIRAZ,EEF LAGOA DO MATO DE SERPA,LAGOA DO MATO - JUSTINIANO DE SERPA,JUSTINIANO DE SERPA,280
2018,AQUIRAZ,EEFM CEL OSVALDO STUDART,RUA CEL OSVALDO STUDART 117 CENTRO,IGUAPE,1433
2018,AQUIRAZ,EMEF ALOISIO BERNARDO DE CASTRO,RUA CORAÇÃO DE JESUS / AREA VERDE,BAIXA GRANDE,953
2018,AQUIRAZ,EMEF CEL FRANCISCO GOMES FARIAS,POVOADO DE  CARACARA ESTRADA DO BATOQUE SN,CARACARA,443
2018,AQUIRAZ,EMEF CLARENCIO CRISOSTOMO FREITAS,RODOVIA CE 040 SN ( SITIO  MEU CANTINHO),PATACAS,744
2018,AQUIRAZ,EMEF DE BATOQUE,PRAIA DO BATOQUE SN,BATOQUE,699
2018,AQUIRAZ,EMEF DIONIZIA GUERRA,RUA LUIS PAULA DE SOUSA S/N (ESTRADA NOVA BR-116 KM 32),JUSTINIANO DE SERPA,911
2018,AQUIRAZ,EMEF ERNESTO GURGEL VALENTE,"RUA FRANCISCO CAMARA, SN",CENTRO,1624
2018,AQUIRAZ,EMEF FRANCISCO DA SILVA SAMPAIO,ESTRADA DO FIO TELEGRAFO,TUPUIU,1365
2018,AQUIRAZ,EMEF GUILHERME JANJA,RODOVIA CE 040 KM 18  S/N,MACHUCA,1785
2018,AQUIRAZ,EMEF HENRIQUE GONCALVES DA JUSTA FILHO,RUA ANTONIO MELQUIADES LIMA S/N,JACUNDA,1505
2018,AQUIRAZ,EMEF ISIDORO DE SOUSA ASSUNCAO (ABC),RUA RUFINO CORREIA DE ASSUNCAO S/N,JUSTINIANO DE SERPA,990
2018,AQUIRAZ,EMEF JOAO JAIME GADELHA,ESTRADA AROEIRA,AROEIRAS,721
2018,AQUIRAZ,EMEF JOAO PIRES CARDOSO,RUA ALDENORA CARDOSO SN,CAMARA,1914
2018,AQUIRAZ,EMEF JOAQUIM DE SOUZA TAVARES,ESTRADA NOVA S/N - BOA VISTA,BOA VISTA,332
2018,AQUIRAZ,EMEF JOSE ALMIR DA SILVA,AV SAO JOAO S/N,NOVO IGUAPE,762
2018,AQUIRAZ,EMEF JOSE CAMARA DE ALMEIDA,"AV CLOVIS HOLANDA DE FREITAS, S/N",PAU POMBO,632
2018,AQUIRAZ,EMEF JOSE FERREIRA DA COSTA,"RUA MANOEL FERREIRA DA COSTA, SN",SANTA MARIA,909
2018,AQUIRAZ,EMEF JOSE ISAAC SARAIVA DA CUNHA,AV. 07 DE SETEMBRO S/N,RIVIERA,318
2018,AQUIRAZ,EMEF JOSE RAIMUNDO DA COSTA (COMUNIDADE QUILOMBOLA),ESTRADA RAMOS -SITIO  RUSSEGA - LAGOA DO RAMOS,LAGOA DO RAMO,378
2018,AQUIRAZ,EMEF JOSE RODRIGUES MONTEIRO,RUA ANGELO RODRIGUES MONTEIRO 882,TELHA-CAMARA,1019
2018,AQUIRAZ,EMEF JUVENAL PEREIRA FACANHA,ESTRADA COLUNA - CASCAVEL,PREAOCA,244
2018,AQUIRAZ,EMEF LAGOA DE CIMA,PV LAGOA DE CIMA DISTRITO PATACAS,PATACAS,567
2018,AQUIRAZ,EMEF LAIS SIDRIM TARGINO,PRAÇA PADRE MATIAS  N 55,CENTRO,1647
2018,AQUIRAZ,EMEF LEOLINA BATISTA RAMOS,AV JOSUE LEITE DE FREITAS S/N,PATACAS,1027
2018,AQUIRAZ,EMEF LUIS EDUARDO STUDART GOMES,RUA DA BIQUARA,PRAIA DO PRESIDIO,322
2018,AQUIRAZ,EMEF MANOEL ASSUNCAO PIRES,RUA PRINCIPAL S/N,GENIPAPEIRO,1062
2018,AQUIRAZ,EMEF MANOEL ASSUNCAO PIRES,"RUA PRINCIPAL, SN",GENIPAPEIRO,1163
2018,AQUIRAZ,EMEF MARIA FACANHA DE SÁ,RUA VIA COLETORA - LITORANEA II  N 2435,PORTO DAS DUNAS,843
2018,AQUIRAZ,EMEF MARIA MARGARIDA RAMOS COELHO,"AVENIDA NOSSA SENHORA DE LOURDES, S/N",DIVINEIA,517
2018,AQUIRAZ,EMEF MARIA SOARES DE FREITAS,AV JOSUE LEITE DE FREITAS S/N,PATACAS,989
2018,AQUIRAZ,EMEF MARIA SOARES DE FREITAS,SITIO ARACAS,ARACAS,451
2018,AQUIRAZ,EMEF MINISTRO JARBAS PASSARINHO,RODOVIA CE 040 - CAJUEIRO DO MINISTRO,CAJUEIRO DO MINISTRO,509
2018,AQUIRAZ,EMEF PLACIDO CASTELO,"RUA ASSIS BENTO DE FREITAS, 970 - BARRINHA",TAPERA,2582
2018,AQUIRAZ,EMEF RAIMUNDA FERREIRA DA SILVA,RUA MESTRE CHAGAS S/N,BARRO PRETO,614
2018,AQUIRAZ,EMEF RITA PAULA,"AV. DAMIÃO TAVARES  DE SOUSA, S/N",PRAINHA,1729
2018,AQUIRAZ,EMEF TIA ALZIRA,LAGOA I,IGUAPE,653
2018,AQUIRAZ,EMEF VINDINA ASSUNCAO DE AQUINO,AV PETRONILIA PEREIRA S/N,SITIO GUARDA,608
2018,AQUIRAZ,EMEFJUSCELINO KUBITSCHEK,AV ANTONIO LOURENÇO DA SILVA S/N,CAPONGA DA BERNARDA,1371
2018,AQUIRAZ,EMEFJUSCELINO KUBITSCHEK,SITIO SACO - VILA NOVA,CAPONGA DA BERNARDA,224
2018,AQUIRAZ,ESCOLA DE EDUCAÇÃO PROFISSIONAL PROFESSORA ALDA FAÇANHA,"AVENIDA NOSSA SENHORA DE LOURDES, S/N",DIVINEIA,1806
2018,AQUIRAZ,ESCOLA DE ENSINO MEDIO LIA SIDOU,RUA VIRGILIO COELHO N  693,CENTRO,1205
2018,AQUIRAZ,ESCOLA DE ENSINO MEDIO TELINA MATOS PIRES,"RUA FRANCISCO CAMARA,  70",CENTRO,1901
2018,AQUIRAZ,ESCOLA FCO NAILTON CAVALCANTE DE LIMA(MANOEL SENHOR DE MELO FILHO),LOTEAMENTO LEQUICE,CAMARA,1039
2018,AQUIRAZ,ESCOLA FERDINANDO TANSI (SUBSTITUTA DA ESCOLA FCO. VIDAL CAMARA),COMUNIDADE DO PIAU,PICAO,869
2018,AQUIRAZ,INSTITUTO PENAL FEMININO DESA. AURI MOURA COSTA - IPF,"BR 116, KM 27",ZONA RURAL,0
2018,AQUIRAZ,RAIMUNDA DE FREITAS FAÇANHA CEI (CRECHE CHACARA DA PRAINHA),AV JOSILEUDO LEITE S/N,CHACARA DA PRAINHA,1429
2018,AQUIRAZ,SALAO PAROQUIAL AGRICIO CORREIA LIMA,RODOVIA CE 453 KM 01 S/N,FAGUNDES,697
2018,AQUIRAZ,SENAC - SERVIÇO NACIONAL DO COMÉRCIO,"RUA PEDRO BRASIL, N 210",CENTRO,216
2018,AQUIRAZ,SENAC - SERVIÇO NACIONAL DO COMÉRCIO,RUA VIRGILIO COELHO N  693,CENTRO,390
2018,ARACATI,ANTIGO POSTO DE SAÚDE DA LAGOA DO PEDRO,LAGOA DO PEDRO,LAGOA DO PEDRO,189
2018,ARACATI,ASSOCIAÇÃO BENEFICENTE DA ILHA SÃO JOSÉ,ILHA SAO JOSE,ILHA SÃO JOSÉ,50
2018,ARACATI,ASSOCIAÇÃO CULTURAL NOGUEIRA PONCIANO,RUA NATALZILA BRÍGIDO,ALTO DA CHEIA,99
2018,ARACATI,ASSOCIAÇÃO DE MORADORES DE TÁBUA LASCADA,RUA PRINCIPAL SN - TÁBUA LASCADA,TÁBUA LASCADA,235
2018,ARACATI,ASSOCIAÇÃO DE MORADORES DE VOLTA DA MUTAMBA,VOLTA DA MUTAMBA,VOLTA DA MUTAMBA,163
2018,ARACATI,ASSOCIAÇÃO PESCADORES E MARISQUEIROS DO RETIRINHO,RETIRINHO,RETIRINHO,103
2018,ARACATI,C.E.I. MARIA RODRIGUES PRACA,RUA SAO CRISTOVAO S/N,CACIMBA DO POVO,323
2018,ARACATI,C.E.I. PROF. MARIA ERIDAN VIEIRA DE FREITAS,"CEL ALEXANZITO, 517",CENTRO,847
2018,ARACATI,C.E.I. PROF. SALETE MORAIS,"RUA 2 DE NOVEMBRO, 1328.",VARZEA DA MATRIZ,625
2018,ARACATI,C.R.A.S. - CENTRO DE REFERÊNCIA DE ASSISTENCIA SOCIAL,CORREGO DO QUINDERE,QUINDERE I,164
2018,ARACATI,CAMARA MUNICIPAL,CEL ALEXANZITO 448,CENTRO,586
2018,ARACATI,CENTRO ARTESANAL DO CABREIRO,SERROTE DO CABREIRO S/N,SERROTE DO CABREIRO,113
2018,ARACATI,CENTRO COMUNITÁRIO IRMÃ PORTO,FONTAINHA,FONTAINHA,177
2018,ARACATI,CENTRO DE CONVIVENCIA - CRAS LAGOAS,LAGOA DOS PEIXOTOS,LAGOA DOS PEIXOTOS,70
2018,ARACATI,COLEGIO MARISTA DE ARACATI,PC PE CHAMPAGNAT,CENTRO,2568
2018,ARACATI,COLEGIO MUNICIPAL,RUA DUQUE DE CAXIAS SN,VARZEA DA MATRIZ,3239
2018,ARACATI,COLONIA DOS PESCADORES,PC MARECHAL DEODORO 6,CENTRO,622
2018,ARACATI,CSU SENADOR VIRGILIO TAVORA,RUA SAO JUDAS TADEU SN,NOSSA SENHORA DE FATIMA,1096
2018,ARACATI,E.E.F. ADOLFO CAMINHA,"RUA Q, S/N. COHAB.",ALTO DA CHEIA,660
2018,ARACATI,E.E.F. ANTONIETA CALS,"RUA DR. JESAMAR, SN",MAJORLANDIA,1601
2018,ARACATI,E.E.F. ANTONIO PONCIANO DA COSTA,CORREGO DOS RODRIGUES,CORREGO DOS RODRIGUES,784
2018,ARACATI,E.E.F. APOLINARIO JOAQUIM MONTEIRO,CORREGO DO RETIRO,CORREGO DO RETIRO,750
2018,ARACATI,E.E.F. AUXILIADORA,"RUA CEL. POMPEU, 835.",CENTRO,691
2018,ARACATI,E.E.F. CARLOS PEIXOTO,CANTINHO DE CIMA,CANTINHO DE CIMA,469
2018,ARACATI,E.E.F. DARCI RIBEIRO,"RUA TEÓFILO PINTO, S/N.",CENTRO,1536
2018,ARACATI,E.E.F. DOMINGOS COSTA TEOBALDO,VILA DE SANTA TEREZA,SANTA TEREZA,965
2018,ARACATI,E.E.F. DRAGAO DO MAR,LAGOA DO MATO,LAGOA DO MATO,241
2018,ARACATI,E.E.F. EDMAR SENA,CABREIRO,CABREIRO,428
2018,ARACATI,E.E.F. FRANCISCA CLOTILDE,QUINDERE II,QUINDERE II,165
2018,ARACATI,E.E.F. FRANCISCO AMARAL LIMA,CACIMBA FUNDA,CACIMBA FUNDA,982
2018,ARACATI,E.E.F. FRANCISCO FERNANDES FILHO,CORREGO DOS FERNANDES,CORREGO DOS FERNANDES,617
2018,ARACATI,E.E.F. FRANCISCO NOGUEIRA CAVALCANTE,BARREIRA DOS VIANAS,BARREIRA DOS VIANAS,428
2018,ARACATI,E.E.F. FRANCISCO SABOIA BARBOSA,RUA DUQUE DE CAXIAS 1990,CENTRO,999
2018,ARACATI,E.E.F. FRUTUOSO GOMES DE FREITAS,LAGOA DA CRUZ,LAGOA DA CRUZ,142
2018,ARACATI,E.E.F. HERIBERTO PORTO,PRAIA DE QUIXABA,QUIXABA,772
2018,ARACATI,E.E.F. ISABEL AMELIA DE LIMA,VARZINHA,VARZINHA,144
2018,ARACATI,E.E.F. JOAO MACIEL DE SANTANA,PEDRA REDONDA,PEDRA REDONDA,660
2018,ARACATI,E.E.F. JOAO PERDIDO,BAIXAS,BAIXAS,121
2018,ARACATI,E.E.F. JOAQUIM NOGUEIRA DA COSTA,SITIO BEIRADA,BEIRADA,306
2018,ARACATI,E.E.F. JOSE BERNARDO DE SOUZA,CAJUEIRO,CAJUEIRO,1039
2018,ARACATI,E.E.F. JOSE BEZERRA FILHO,MORRINHOS,MORRINHOS,374
2018,ARACATI,E.E.F. JOSE DE SOUSA,LAGOA DO PREA,LAGOA DO PREA,445
2018,ARACATI,E.E.F. JOSE NONATO,LAGOA DO TEODOSIO,LAGOA DO TEODOSIO,380
2018,ARACATI,E.E.F. JOSE ROCHA GUIMARAES,BAIXIO,BAIXIO,514
2018,ARACATI,E.E.F. MANOEL DA ROCHA FREIRE,CORREGO DA NICA,CORREGO DA NICA,489
2018,ARACATI,E.E.F. MARGARIDA GONDIM,OUTEIRO,OUTEIRO,651
2018,ARACATI,E.E.F. MOISES MARQUES,SITIO CAJAZEIRAS I,CAJAZEIRAS,720
